prefixo_veiculo,veiculo_acessivel_pessoas_deficiencia,horario_universal_localizacao_capturada,latitude_localizada,longitude_localizada,sv,is,hora_referencia_infos,letreiro_completo,codigo_linha,sentido_linha,letreiro_destino_linha,letreiro_origem_linha,quantidade_veiculos_localizados
22278,True,2024-10-14T00:14:25Z,-23.434998,-46.5813665,,,21:14,PAEC-10,34190,2,PAESE CPTM IDA,PAESE CPTM VOLTA,5
22577,True,2024-10-14T00:14:25Z,-23.3988855,-46.5776345,,,21:14,PAEC-10,34190,2,PAESE CPTM IDA,PAESE CPTM VOLTA,5
22153,True,2024-10-14T00:14:37Z,-23.4350765,-46.581492999999995,,,21:14,PAEC-10,34190,2,PAESE CPTM IDA,PAESE CPTM VOLTA,5
71733,True,2024-10-14T00:14:28Z,-23.597199500000002,-46.6562685,,,21:14,6455-10,32831,2,LGO. SÃO FRANCISCO,TERM. CAPELINHA,4
71241,True,2024-10-14T00:14:04Z,-23.6547725,-46.760792499999994,,,21:14,6455-10,32831,2,LGO. SÃO FRANCISCO,TERM. CAPELINHA,4
71662,True,2024-10-14T00:14:07Z,-23.6545125,-46.761236499999995,,,21:14,6455-10,32831,2,LGO. SÃO FRANCISCO,TERM. CAPELINHA,4
71385,True,2024-10-14T00:14:33Z,-23.6488675,-46.7535655,,,21:14,6455-10,32831,2,LGO. SÃO FRANCISCO,TERM. CAPELINHA,4
77456,True,2024-10-14T00:14:37Z,-23.651751500000003,-46.73382775,,,21:14,675A-10,34086,2,METRÔ SÃO JUDAS,PQ. STO. ANTONIO,6
77411,True,2024-10-14T00:14:22Z,-23.6263085,-46.664007,,,21:14,675A-10,34086,2,METRÔ SÃO JUDAS,PQ. STO. ANTONIO,6
77402,True,2024-10-14T00:14:00Z,-23.661958499999997,-46.755533,,,21:14,675A-10,34086,2,METRÔ SÃO JUDAS,PQ. STO. ANTONIO,6
77407,True,2024-10-14T00:14:06Z,-23.66295325,-46.75586225000001,,,21:14,675A-10,34086,2,METRÔ SÃO JUDAS,PQ. STO. ANTONIO,6
77404,True,2024-10-14T00:14:16Z,-23.662457,-46.75604,,,21:14,675A-10,34086,2,METRÔ SÃO JUDAS,PQ. STO. ANTONIO,6
77406,True,2024-10-14T00:14:02Z,-23.661958499999997,-46.755533,,,21:14,675A-10,34086,2,METRÔ SÃO JUDAS,PQ. STO. ANTONIO,6
68175,True,2024-10-14T00:14:09Z,-23.68591,-46.672385,,,21:14,5127-10,1127,1,EST. JURUBATUBA,VL. GUACURI,10
68186,True,2024-10-14T00:14:34Z,-23.6775195,-46.701751,,,21:14,5127-10,1127,1,EST. JURUBATUBA,VL. GUACURI,10
68158,True,2024-10-14T00:13:48Z,-23.7015515,-46.640887,,,21:14,5127-10,1127,1,EST. JURUBATUBA,VL. GUACURI,10
68280,True,2024-10-14T00:14:03Z,-23.7015515,-46.640887,,,21:14,5127-10,1127,1,EST. JURUBATUBA,VL. GUACURI,10
68203,True,2024-10-14T00:12:07Z,-23.7015515,-46.640887,,,21:14,5127-10,1127,1,EST. JURUBATUBA,VL. GUACURI,10
68337,True,2024-10-14T00:12:06Z,-23.7015515,-46.640887,,,21:14,5127-10,1127,1,EST. JURUBATUBA,VL. GUACURI,10
68272,True,2024-10-14T00:13:21Z,-23.7015515,-46.640887,,,21:14,5127-10,1127,1,EST. JURUBATUBA,VL. GUACURI,10
68208,True,2024-10-14T00:14:34Z,-23.7015515,-46.640887,,,21:14,5127-10,1127,1,EST. JURUBATUBA,VL. GUACURI,10
68205,True,2024-10-14T00:14:26Z,-23.6971935,-46.649187,,,21:14,5127-10,1127,1,EST. JURUBATUBA,VL. GUACURI,10
68561,True,2024-10-14T00:13:01Z,-23.7015515,-46.640887,,,21:14,5127-10,1127,1,EST. JURUBATUBA,VL. GUACURI,10
47224,True,2024-10-14T00:14:05Z,-23.54940475,-46.4286065,,,21:14,3766-51,2575,1,METRÔ ITAQUERA,COHAB II,7
47764,True,2024-10-14T00:14:15Z,-23.54940475,-46.4286065,,,21:14,3766-51,2575,1,METRÔ ITAQUERA,COHAB II,7
47566,True,2024-10-14T00:14:16Z,-23.530652,-46.44358700000001,,,21:14,3766-51,2575,1,METRÔ ITAQUERA,COHAB II,7
47835,True,2024-10-14T00:14:35Z,-23.54940475,-46.4286065,,,21:14,3766-51,2575,1,METRÔ ITAQUERA,COHAB II,7
47611,True,2024-10-14T00:14:06Z,-23.54940475,-46.4286065,,,21:14,3766-51,2575,1,METRÔ ITAQUERA,COHAB II,7
47244,True,2024-10-14T00:13:56Z,-23.54940475,-46.4286065,,,21:14,3766-51,2575,1,METRÔ ITAQUERA,COHAB II,7
47674,True,2024-10-14T00:14:19Z,-23.54940475,-46.4286065,,,21:14,3766-51,2575,1,METRÔ ITAQUERA,COHAB II,7
41121,True,2024-10-14T00:14:40Z,-23.5444565,-46.521542,,,21:14,3414-10,33514,2,TERM. PQ. D. PEDRO II,VL. DALILA,4
41133,True,2024-10-14T00:14:09Z,-23.54464,-46.521387000000004,,,21:14,3414-10,33514,2,TERM. PQ. D. PEDRO II,VL. DALILA,4
41129,True,2024-10-14T00:14:03Z,-23.54464,-46.521387000000004,,,21:14,3414-10,33514,2,TERM. PQ. D. PEDRO II,VL. DALILA,4
41108,True,2024-10-14T00:14:02Z,-23.548487,-46.60318225,,,21:14,3414-10,33514,2,TERM. PQ. D. PEDRO II,VL. DALILA,4
73205,True,2024-10-14T00:13:41Z,-23.731476999999998,-46.7859925,,,21:14,7004-10,34760,2,EST. STO. AMARO/GUIDO CALOI,TERM. JD. JACIRA,6
73219,True,2024-10-14T00:14:24Z,-23.7320815,-46.786311,,,21:14,7004-10,34760,2,EST. STO. AMARO/GUIDO CALOI,TERM. JD. JACIRA,6
73928,True,2024-10-14T00:14:24Z,-23.7418915,-46.800889,,,21:14,7004-10,34760,2,EST. STO. AMARO/GUIDO CALOI,TERM. JD. JACIRA,6
73616,True,2024-10-14T00:13:55Z,-23.6855765,-46.7497675,,,21:14,7004-10,34760,2,EST. STO. AMARO/GUIDO CALOI,TERM. JD. JACIRA,6
73927,True,2024-10-14T00:12:22Z,-23.67978575,-46.7345675,,,21:14,7004-10,34760,2,EST. STO. AMARO/GUIDO CALOI,TERM. JD. JACIRA,6
73225,True,2024-10-14T00:13:55Z,-23.7309495,-46.785837,,,21:14,7004-10,34760,2,EST. STO. AMARO/GUIDO CALOI,TERM. JD. JACIRA,6
63632,True,2024-10-14T00:14:21Z,-23.6855415,-46.637704,,,21:14,577T-10,1291,1,METRÔ ANA ROSA,JD. MIRIAM,6
63447,True,2024-10-14T00:13:58Z,-23.6855415,-46.637704,,,21:14,577T-10,1291,1,METRÔ ANA ROSA,JD. MIRIAM,6
63595,True,2024-10-14T00:14:10Z,-23.58625225,-46.643714875,,,21:14,577T-10,1291,1,METRÔ ANA ROSA,JD. MIRIAM,6
63600,True,2024-10-14T00:14:24Z,-23.604057875,-46.635285249999995,,,21:14,577T-10,1291,1,METRÔ ANA ROSA,JD. MIRIAM,6
63601,True,2024-10-14T00:13:58Z,-23.67040975,-46.647378,,,21:14,577T-10,1291,1,METRÔ ANA ROSA,JD. MIRIAM,6
63212,True,2024-10-14T00:14:05Z,-23.6855415,-46.637704,,,21:14,577T-10,1291,1,METRÔ ANA ROSA,JD. MIRIAM,6
61275,True,2024-10-14T00:14:03Z,-23.651653,-46.7114555,,,21:14,6026-10,87,1,TERM. STO. AMARO,JD. ICARAÍ,4
61276,True,2024-10-14T00:14:21Z,-23.745385,-46.7070845,,,21:14,6026-10,87,1,TERM. STO. AMARO,JD. ICARAÍ,4
61287,True,2024-10-14T00:14:26Z,-23.6861205,-46.690295500000005,,,21:14,6026-10,87,1,TERM. STO. AMARO,JD. ICARAÍ,4
61291,True,2024-10-14T00:14:25Z,-23.6541535,-46.7114125,,,21:14,6026-10,87,1,TERM. STO. AMARO,JD. ICARAÍ,4
10002,True,2024-10-14T00:14:26Z,-23.50260925,-46.7062425,,,21:14,189L-10,35218,2,LAPA,CONEXÃO VL. IÓRIO,1
51117,True,2024-10-14T00:13:58Z,-23.579218875000002,-46.604873375,,,21:14,575C-10,1686,1,VL MATIAS,IPIRANGA,2
51108,True,2024-10-14T00:14:32Z,-23.580565999999997,-46.52587,,,21:14,575C-10,1686,1,VL MATIAS,IPIRANGA,2
61794,True,2024-10-14T00:13:55Z,-23.735523,-46.699087000000006,,,21:14,695X-10,1441,1,METRÔ JABAQUARA,TERM. VARGINHA,5
61789,True,2024-10-14T00:14:13Z,-23.767062,-46.7161295,,,21:14,695X-10,1441,1,METRÔ JABAQUARA,TERM. VARGINHA,5
61407,True,2024-10-14T00:14:29Z,-23.732944250000003,-46.69802625,,,21:14,695X-10,1441,1,METRÔ JABAQUARA,TERM. VARGINHA,5
61804,True,2024-10-14T00:14:33Z,-23.739612,-46.701891,,,21:14,695X-10,1441,1,METRÔ JABAQUARA,TERM. VARGINHA,5
61684,True,2024-10-14T00:14:37Z,-23.642812874999997,-46.651832,,,21:14,695X-10,1441,1,METRÔ JABAQUARA,TERM. VARGINHA,5
66776,True,2024-10-14T00:14:37Z,-23.850366,-46.6964425,,,21:14,6073-10,1160,1,TERM. VARGINHA,JD. STA. TEREZINHA,2
66693,True,2024-10-14T00:14:00Z,-23.853313,-46.6956225,,,21:14,6073-10,1160,1,TERM. VARGINHA,JD. STA. TEREZINHA,2
16357,True,2024-10-14T00:14:11Z,-23.4547945,-46.738510500000004,,,21:14,9011-21,1768,1,CITY JARAGUÁ,CPTM JARAGUÁ,7
16093,True,2024-10-14T00:14:19Z,-23.4547945,-46.738510500000004,,,21:14,9011-21,1768,1,CITY JARAGUÁ,CPTM JARAGUÁ,7
16111,True,2024-10-14T00:14:20Z,-23.4547945,-46.738510500000004,,,21:14,9011-21,1768,1,CITY JARAGUÁ,CPTM JARAGUÁ,7
16747,True,2024-10-14T00:14:11Z,-23.4547945,-46.738510500000004,,,21:14,9011-21,1768,1,CITY JARAGUÁ,CPTM JARAGUÁ,7
16268,True,2024-10-14T00:14:18Z,-23.4547945,-46.738510500000004,,,21:14,9011-21,1768,1,CITY JARAGUÁ,CPTM JARAGUÁ,7
16311,True,2024-10-14T00:14:16Z,-23.4547945,-46.738510500000004,,,21:14,9011-21,1768,1,CITY JARAGUÁ,CPTM JARAGUÁ,7
16717,True,2024-10-14T00:14:35Z,-23.4353525,-46.734857500000004,,,21:14,9011-21,1768,1,CITY JARAGUÁ,CPTM JARAGUÁ,7
22117,True,2024-10-14T00:13:57Z,-23.449984,-46.588297,,,21:14,2105-10,2247,1,LGO. DA CONCÓRDIA,JD. FILHOS DA TERRA,3
22036,True,2024-10-14T00:14:28Z,-23.4865245,-46.6176455,,,21:14,2105-10,2247,1,LGO. DA CONCÓRDIA,JD. FILHOS DA TERRA,3
22630,True,2024-10-14T00:14:36Z,-23.434711,-46.580977000000004,,,21:14,2105-10,2247,1,LGO. DA CONCÓRDIA,JD. FILHOS DA TERRA,3
47226,True,2024-10-14T00:14:31Z,-23.552103000000002,-46.598889,,,21:14,372F-10,33783,2,METRÔ BRESSER,UNIV. SÃO JUDAS TADEU,2
47288,True,2024-10-14T00:14:30Z,-23.552103000000002,-46.598889,,,21:14,372F-10,33783,2,METRÔ BRESSER,UNIV. SÃO JUDAS TADEU,2
11454,True,2024-10-14T00:14:02Z,-23.532063,-46.660872499999996,,,21:14,8400-10,1265,1,PÇA. RAMOS DE AZEVEDO,TERM. PIRITUBA,8
11737,True,2024-10-14T00:14:11Z,-23.547560500000003,-46.640557,,,21:14,8400-10,1265,1,PÇA. RAMOS DE AZEVEDO,TERM. PIRITUBA,8
11751,True,2024-10-14T00:14:10Z,-23.486878500000003,-46.7265645,,,21:14,8400-10,1265,1,PÇA. RAMOS DE AZEVEDO,TERM. PIRITUBA,8
11741,True,2024-10-14T00:14:36Z,-23.513884500000003,-46.702664,,,21:14,8400-10,1265,1,PÇA. RAMOS DE AZEVEDO,TERM. PIRITUBA,8
11747,True,2024-10-14T00:14:06Z,-23.486492,-46.725708499999996,,,21:14,8400-10,1265,1,PÇA. RAMOS DE AZEVEDO,TERM. PIRITUBA,8
11745,True,2024-10-14T00:14:21Z,-23.4866745,-46.725972999999996,,,21:14,8400-10,1265,1,PÇA. RAMOS DE AZEVEDO,TERM. PIRITUBA,8
11749,True,2024-10-14T00:14:05Z,-23.486878500000003,-46.7265645,,,21:14,8400-10,1265,1,PÇA. RAMOS DE AZEVEDO,TERM. PIRITUBA,8
11743,True,2024-10-14T00:14:26Z,-23.486878500000003,-46.7265645,,,21:14,8400-10,1265,1,PÇA. RAMOS DE AZEVEDO,TERM. PIRITUBA,8
26079,True,2024-10-14T00:14:31Z,-23.478056000000002,-46.6228885,,,21:14,1785-10,34584,2,METRÔ SANTANA,VL. AURORA,2
26386,True,2024-10-14T00:14:17Z,-23.478056000000002,-46.6228885,,,21:14,1785-10,34584,2,METRÔ SANTANA,VL. AURORA,2
77606,True,2024-10-14T00:14:02Z,-23.631508,-46.7726,,,21:14,857A-10,34693,2,METRÔ STA. CRUZ,TERM. CAMPO LIMPO,6
77603,True,2024-10-14T00:14:38Z,-23.56998325,-46.691308250000006,,,21:14,857A-10,34693,2,METRÔ STA. CRUZ,TERM. CAMPO LIMPO,6
77604,True,2024-10-14T00:14:36Z,-23.60197425,-46.7438095,,,21:14,857A-10,34693,2,METRÔ STA. CRUZ,TERM. CAMPO LIMPO,6
77600,True,2024-10-14T00:14:03Z,-23.6316405,-46.772316,,,21:14,857A-10,34693,2,METRÔ STA. CRUZ,TERM. CAMPO LIMPO,6
77601,True,2024-10-14T00:14:09Z,-23.631218,-46.773197499999995,,,21:14,857A-10,34693,2,METRÔ STA. CRUZ,TERM. CAMPO LIMPO,6
77605,True,2024-10-14T00:14:39Z,-23.6313825,-46.77286,,,21:14,857A-10,34693,2,METRÔ STA. CRUZ,TERM. CAMPO LIMPO,6
11722,True,2024-10-14T00:14:37Z,-23.496764,-46.7125195,,,21:14,8200-10,1263,1,TERM. LAPA,TERM. PIRITUBA,2
11724,True,2024-10-14T00:14:22Z,-23.486106499999998,-46.726086499999994,,,21:14,8200-10,1263,1,TERM. LAPA,TERM. PIRITUBA,2
61414,True,2024-10-14T00:14:17Z,-23.6470665,-46.6408185,,,21:14,675R-10,32877,2,METRÔ JABAQUARA,GRAJAÚ,5
61292,True,2024-10-14T00:14:24Z,-23.687095499999998,-46.6950015,,,21:14,675R-10,32877,2,METRÔ JABAQUARA,GRAJAÚ,5
61289,True,2024-10-14T00:14:32Z,-23.740009,-46.6914985,,,21:14,675R-10,32877,2,METRÔ JABAQUARA,GRAJAÚ,5
61420,True,2024-10-14T00:14:15Z,-23.7541225,-46.6805115,,,21:14,675R-10,32877,2,METRÔ JABAQUARA,GRAJAÚ,5
61410,True,2024-10-14T00:14:30Z,-23.7545765,-46.679976499999995,,,21:14,675R-10,32877,2,METRÔ JABAQUARA,GRAJAÚ,5
55167,True,2024-10-14T00:14:39Z,-23.634535,-46.591443,,,21:14,5031-10,34514,2,TERM. SACOMÃ,VL. ARAPUÁ,4
55428,True,2024-10-14T00:14:16Z,-23.61049825,-46.59566074999999,,,21:14,5031-10,34514,2,TERM. SACOMÃ,VL. ARAPUÁ,4
55481,True,2024-10-14T00:14:23Z,-23.6295565,-46.588564000000005,,,21:14,5031-10,34514,2,TERM. SACOMÃ,VL. ARAPUÁ,4
55120,True,2024-10-14T00:14:06Z,-23.612204,-46.594753499999996,,,21:14,5031-10,34514,2,TERM. SACOMÃ,VL. ARAPUÁ,4
31358,True,2024-10-14T00:14:02Z,-23.5216,-46.4253885,,,21:14,2523-10,33018,2,TERM. A. E. CARVALHO,VL. PROGRESSO,10
31042,True,2024-10-14T00:14:38Z,-23.5136265,-46.444686875,,,21:14,2523-10,33018,2,TERM. A. E. CARVALHO,VL. PROGRESSO,10
31328,True,2024-10-14T00:14:01Z,-23.5216,-46.4253885,,,21:14,2523-10,33018,2,TERM. A. E. CARVALHO,VL. PROGRESSO,10
31330,True,2024-10-14T00:13:57Z,-23.5216,-46.4253885,,,21:14,2523-10,33018,2,TERM. A. E. CARVALHO,VL. PROGRESSO,10
31359,True,2024-10-14T00:14:16Z,-23.5216,-46.4253885,,,21:14,2523-10,33018,2,TERM. A. E. CARVALHO,VL. PROGRESSO,10
31740,True,2024-10-14T00:14:26Z,-23.513843375,-46.44753349999999,,,21:14,2523-10,33018,2,TERM. A. E. CARVALHO,VL. PROGRESSO,10
31332,True,2024-10-14T00:14:17Z,-23.5216,-46.4253885,,,21:14,2523-10,33018,2,TERM. A. E. CARVALHO,VL. PROGRESSO,10
31772,True,2024-10-14T00:14:23Z,-23.518814499999998,-46.475541,,,21:14,2523-10,33018,2,TERM. A. E. CARVALHO,VL. PROGRESSO,10
31387,True,2024-10-14T00:13:55Z,-23.5216,-46.4253885,,,21:14,2523-10,33018,2,TERM. A. E. CARVALHO,VL. PROGRESSO,10
31379,True,2024-10-14T00:14:00Z,-23.5216,-46.4253885,,,21:14,2523-10,33018,2,TERM. A. E. CARVALHO,VL. PROGRESSO,10
31823,True,2024-10-14T00:14:32Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31846,True,2024-10-14T00:14:30Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31936,True,2024-10-14T00:13:55Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31818,True,2024-10-14T00:14:13Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31935,True,2024-10-14T00:13:49Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31829,True,2024-10-14T00:13:55Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31833,True,2024-10-14T00:14:19Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31839,True,2024-10-14T00:14:14Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31826,True,2024-10-14T00:14:24Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31929,True,2024-10-14T00:14:33Z,-23.494246,-46.422235125,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31842,True,2024-10-14T00:14:25Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31815,True,2024-10-14T00:14:19Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31845,True,2024-10-14T00:14:36Z,-23.514870000000002,-46.486666,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31821,True,2024-10-14T00:14:08Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31840,True,2024-10-14T00:14:14Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31078,True,2024-10-14T00:14:09Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31938,True,2024-10-14T00:14:02Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31087,True,2024-10-14T00:13:51Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31085,True,2024-10-14T00:13:59Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31941,True,2024-10-14T00:14:14Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31822,True,2024-10-14T00:14:32Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31226,True,2024-10-14T00:14:03Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31939,True,2024-10-14T00:14:11Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31081,True,2024-10-14T00:13:52Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31931,True,2024-10-14T00:12:29Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31831,True,2024-10-14T00:14:25Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31221,True,2024-10-14T00:14:28Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31229,True,2024-10-14T00:13:15Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31819,True,2024-10-14T00:14:06Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31841,True,2024-10-14T00:14:26Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31223,True,2024-10-14T00:14:32Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
31083,True,2024-10-14T00:13:59Z,-23.5165205,-46.385602000000006,,,21:14,3459-10,402,1,TERM. PQ. D. PEDRO II,ITAIM PAULISTA,32
51037,True,2024-10-14T00:14:32Z,-23.602812,-46.60224,,,21:14,N535-11,35155,2,JD. CELESTE,TERM. SACOMÃ,1
11085,True,2024-10-14T00:14:22Z,-23.490185,-46.698744500000004,,,21:14,129F-10,35072,2,METRÔ BARRA FUNDA,CONEXÃO PETRÔNIO PORTELA,4
11087,True,2024-10-14T00:14:39Z,-23.526089499999998,-46.6687275,,,21:14,129F-10,35072,2,METRÔ BARRA FUNDA,CONEXÃO PETRÔNIO PORTELA,4
11083,True,2024-10-14T00:14:35Z,-23.4900875,-46.6986255,,,21:14,129F-10,35072,2,METRÔ BARRA FUNDA,CONEXÃO PETRÔNIO PORTELA,4
11072,True,2024-10-14T00:13:58Z,-23.490247500000002,-46.698889,,,21:14,129F-10,35072,2,METRÔ BARRA FUNDA,CONEXÃO PETRÔNIO PORTELA,4
66243,True,2024-10-14T00:14:32Z,-23.76008125,-46.67663625,,,21:14,6120-10,33957,2,TERM. GRAJAÚ,JD. LUCÉLIA,2
66564,True,2024-10-14T00:14:37Z,-23.7540455,-46.680603500000004,,,21:14,6120-10,33957,2,TERM. GRAJAÚ,JD. LUCÉLIA,2
22722,True,2024-10-14T00:14:34Z,-23.500944124999997,-46.624188625,,,21:14,2011-10,34904,2,METRÔ SANTANA,VL. SABRINA,4
22827,True,2024-10-14T00:14:07Z,-23.49057475,-46.571139875,,,21:14,2011-10,34904,2,METRÔ SANTANA,VL. SABRINA,4
22719,True,2024-10-14T00:14:11Z,-23.4900685,-46.5707825,,,21:14,2011-10,34904,2,METRÔ SANTANA,VL. SABRINA,4
22795,True,2024-10-14T00:13:59Z,-23.480353,-46.606736,,,21:14,2011-10,34904,2,METRÔ SANTANA,VL. SABRINA,4
52702,True,2024-10-14T00:14:22Z,-23.5470345,-46.6298525,,,21:14,475R-10,33112,2,TERM. PQ. D. PEDRO II,JD. SÃO SAVÉRIO,13
52863,True,2024-10-14T00:14:12Z,-23.5470345,-46.6298525,,,21:14,475R-10,33112,2,TERM. PQ. D. PEDRO II,JD. SÃO SAVÉRIO,13
52850,True,2024-10-14T00:14:30Z,-23.550061,-46.6314055,,,21:14,475R-10,33112,2,TERM. PQ. D. PEDRO II,JD. SÃO SAVÉRIO,13
52819,True,2024-10-14T00:14:01Z,-23.5470345,-46.6298525,,,21:14,475R-10,33112,2,TERM. PQ. D. PEDRO II,JD. SÃO SAVÉRIO,13
52830,True,2024-10-14T00:14:33Z,-23.5470345,-46.6298525,,,21:14,475R-10,33112,2,TERM. PQ. D. PEDRO II,JD. SÃO SAVÉRIO,13
52861,True,2024-10-14T00:14:32Z,-23.5470345,-46.6298525,,,21:14,475R-10,33112,2,TERM. PQ. D. PEDRO II,JD. SÃO SAVÉRIO,13
52851,True,2024-10-14T00:14:04Z,-23.65513025,-46.616825750000004,,,21:14,475R-10,33112,2,TERM. PQ. D. PEDRO II,JD. SÃO SAVÉRIO,13
52848,True,2024-10-14T00:14:28Z,-23.5470345,-46.6298525,,,21:14,475R-10,33112,2,TERM. PQ. D. PEDRO II,JD. SÃO SAVÉRIO,13
52794,True,2024-10-14T00:14:29Z,-23.5826075,-46.6491865,,,21:14,475R-10,33112,2,TERM. PQ. D. PEDRO II,JD. SÃO SAVÉRIO,13
52844,True,2024-10-14T00:14:28Z,-23.5470345,-46.6298525,,,21:14,475R-10,33112,2,TERM. PQ. D. PEDRO II,JD. SÃO SAVÉRIO,13
52701,True,2024-10-14T00:14:19Z,-23.5470345,-46.6298525,,,21:14,475R-10,33112,2,TERM. PQ. D. PEDRO II,JD. SÃO SAVÉRIO,13
52802,True,2024-10-14T00:14:24Z,-23.5470345,-46.6298525,,,21:14,475R-10,33112,2,TERM. PQ. D. PEDRO II,JD. SÃO SAVÉRIO,13
52840,True,2024-10-14T00:14:00Z,-23.5470345,-46.6298525,,,21:14,475R-10,33112,2,TERM. PQ. D. PEDRO II,JD. SÃO SAVÉRIO,13
10435,True,2024-10-14T00:14:10Z,-23.470557,-46.7499615,,,21:14,8043-10,33175,2,LAPA,HAB. TURÍSTICA,2
10430,True,2024-10-14T00:14:09Z,-23.475309,-46.756263000000004,,,21:14,8043-10,33175,2,LAPA,HAB. TURÍSTICA,2
55498,True,2024-10-14T00:14:34Z,-23.583012874999998,-46.569127374999994,,,21:14,4025-10,33863,2,METRÔ TATUAPÉ,SÍTIO DAS FIGUEIRAS,8
55183,True,2024-10-14T00:14:21Z,-23.541593499999998,-46.574321499999996,,,21:14,4025-10,33863,2,METRÔ TATUAPÉ,SÍTIO DAS FIGUEIRAS,8
55320,True,2024-10-14T00:14:40Z,-23.541593499999998,-46.574321499999996,,,21:14,4025-10,33863,2,METRÔ TATUAPÉ,SÍTIO DAS FIGUEIRAS,8
55097,True,2024-10-14T00:09:59Z,-23.601579,-46.5480325,,,21:14,4025-10,33863,2,METRÔ TATUAPÉ,SÍTIO DAS FIGUEIRAS,8
55366,True,2024-10-14T00:14:09Z,-23.541593499999998,-46.574321499999996,,,21:14,4025-10,33863,2,METRÔ TATUAPÉ,SÍTIO DAS FIGUEIRAS,8
55334,True,2024-10-14T00:14:13Z,-23.577267,-46.5785105,,,21:14,4025-10,33863,2,METRÔ TATUAPÉ,SÍTIO DAS FIGUEIRAS,8
55405,True,2024-10-14T00:14:00Z,-23.541593499999998,-46.574321499999996,,,21:14,4025-10,33863,2,METRÔ TATUAPÉ,SÍTIO DAS FIGUEIRAS,8
